locus_tag	ftype	length_bp	gene	EC_number	COG	product
OKAGGDNG_01264	CDS	417	rraB		COG3076	Regulator of ribonuclease activity B
OKAGGDNG_01265	CDS	1005	argI	2.1.3.3	COG0078	Ornithine carbamoyltransferase subunit I
OKAGGDNG_01266	CDS	1653	yjgL			putative protein YjgL
OKAGGDNG_01267	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
OKAGGDNG_01268	CDS	594	bdcR			HTH-type transcriptional repressor BdcR
OKAGGDNG_01269	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
OKAGGDNG_01270	CDS	396	yjgH		COG0251	RutC family protein YjgH
OKAGGDNG_01271	CDS	936	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
OKAGGDNG_01272	CDS	462	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
OKAGGDNG_01273	CDS	387	ridA	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
OKAGGDNG_01274	CDS	2697	mgtA	7.2.2.14	COG0474	Magnesium-transporting ATPase, P-type 1
OKAGGDNG_01275	CDS	948	treR		COG1609	HTH-type transcriptional regulator TreR
OKAGGDNG_01276	CDS	1422	treB		COG1263	PTS system trehalose-specific EIIBC component
OKAGGDNG_01277	CDS	1656	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
OKAGGDNG_01278	CDS	2139	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
OKAGGDNG_01279	CDS	465	nrdG	1.97.1.-	COG0602	Anaerobic ribonucleoside-triphosphate reductase-activating protein
OKAGGDNG_01280	CDS	387	cybC		COG3783	Soluble cytochrome b562
OKAGGDNG_01281	CDS	1353	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
OKAGGDNG_01282	CDS	552				hypothetical protein
OKAGGDNG_01283	CDS	1374	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
OKAGGDNG_01284	CDS	999	fbp	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
OKAGGDNG_01285	CDS	996	yjfF			Inner membrane ABC transporter permease protein YjfF
OKAGGDNG_01286	CDS	1023	ytfT			Inner membrane ABC transporter permease protein YtfT
OKAGGDNG_01287	CDS	1503	fruK	7.5.2.-	COG1129	Fructose import ATP-binding protein FruK
OKAGGDNG_01288	CDS	957	ytfQ			ABC transporter periplasmic-binding protein YtfQ
OKAGGDNG_01289	CDS	531	ppa	3.6.1.1	COG0221	Inorganic pyrophosphatase
OKAGGDNG_01290	CDS	342	ytfP		COG2105	Gamma-glutamylcyclotransferase family protein YtfP
OKAGGDNG_01291	CDS	246	tamB_1		COG2911	Translocation and assembly module subunit TamB
OKAGGDNG_01292	CDS	3540	tamB_2		COG2911	Translocation and assembly module subunit TamB
OKAGGDNG_01293	CDS	1734	tamA		COG0729	Translocation and assembly module subunit TamA
OKAGGDNG_01294	CDS	639	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
OKAGGDNG_01295	CDS	1344				hypothetical protein
OKAGGDNG_01296	CDS	207				hypothetical protein
OKAGGDNG_01297	CDS	558	ytfJ_1		COG3054	putative protein YtfJ
OKAGGDNG_01298	CDS	741	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
OKAGGDNG_01299	CDS	1944	cpdB	3.1.3.6	COG0737	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase
OKAGGDNG_01300	CDS	381				hypothetical protein
OKAGGDNG_01301	CDS	861	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
OKAGGDNG_01302	CDS	966	ytfF			Inner membrane protein YtfF
OKAGGDNG_01303	CDS	663	ytfE		COG2846	Iron-sulfur cluster repair protein YtfE
OKAGGDNG_01304	CDS	1413	cycA		COG1113	D-serine/D-alanine/glycine transporter
OKAGGDNG_01305	CDS	621	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase
OKAGGDNG_01306	CDS	639				hypothetical protein
OKAGGDNG_01307	CDS	648	nicS			HTH-type transcriptional repressor NicS
OKAGGDNG_01308	CDS	792	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OKAGGDNG_01309	CDS	843				hypothetical protein
OKAGGDNG_01310	CDS	777	crt	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
OKAGGDNG_01311	CDS	1542	ydiF_2	2.8.3.8	COG4670	Acetate CoA-transferase YdiF
OKAGGDNG_01312	CDS	2073				hypothetical protein
OKAGGDNG_01313	CDS	1278	exuT_1			Hexuronate transporter
OKAGGDNG_01314	CDS	450	rplI		COG0359	50S ribosomal protein L9
OKAGGDNG_01315	CDS	228	rpsR		COG0238	30S ribosomal protein S18
OKAGGDNG_01316	CDS	315	priB		COG2965	Primosomal replication protein N
OKAGGDNG_01317	CDS	396	rpsF		COG0360	30S ribosomal protein S6
OKAGGDNG_01318	CDS	276				hypothetical protein
OKAGGDNG_01319	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
OKAGGDNG_01320	CDS	855	ulaE_1	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
OKAGGDNG_01321	CDS	651	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
OKAGGDNG_01322	CDS	465	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
OKAGGDNG_01323	CDS	306	ulaB	2.7.1.194	COG3414	Ascorbate-specific PTS system EIIB component
OKAGGDNG_01324	CDS	1398	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
OKAGGDNG_01325	CDS	1065	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
OKAGGDNG_01326	CDS	756	ulaR		COG1349	HTH-type transcriptional regulator UlaR
OKAGGDNG_01327	CDS	750				hypothetical protein
OKAGGDNG_01328	CDS	330	bsmA			Lipoprotein BsmA
OKAGGDNG_01329	CDS	276				hypothetical protein
OKAGGDNG_01330	CDS	1626	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
OKAGGDNG_01331	CDS	1164	yjfC	6.3.1.-	COG0754	Putative acid--amine ligase YjfC
OKAGGDNG_01332	CDS	639				hypothetical protein
OKAGGDNG_01333	CDS	399				hypothetical protein
OKAGGDNG_01334	CDS	660				hypothetical protein
OKAGGDNG_01335	CDS	699				hypothetical protein
OKAGGDNG_01336	CDS	402				hypothetical protein
OKAGGDNG_01337	CDS	732	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
OKAGGDNG_01338	CDS	2442	rnr	3.1.13.1	COG0557	Ribonuclease R
OKAGGDNG_01339	CDS	426	nsrR		COG1959	HTH-type transcriptional repressor NsrR
OKAGGDNG_01340	CDS	1299	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OKAGGDNG_01341	CDS	198				hypothetical protein
OKAGGDNG_01342	CDS	1005	hflC		COG0330	Modulator of FtsH protease HflC
OKAGGDNG_01343	CDS	1260	hflK		COG0330	Modulator of FtsH protease HflK
OKAGGDNG_01344	CDS	1281	hflX		COG2262	GTPase HflX
OKAGGDNG_01345	CDS	309	hfq		COG1923	RNA-binding protein Hfq
OKAGGDNG_01346	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
OKAGGDNG_01347	CDS	1848	mutL		COG0323	DNA mismatch repair protein MutL
OKAGGDNG_01348	CDS	1338	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
OKAGGDNG_01349	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
OKAGGDNG_01350	CDS	1533	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
OKAGGDNG_01351	CDS	1140	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
OKAGGDNG_01352	tRNA	76				tRNA-Gly(gcc)
OKAGGDNG_01353	tRNA	76				tRNA-Gly(gcc)
OKAGGDNG_01354	tRNA	76				tRNA-Gly(gcc)
OKAGGDNG_01355	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
OKAGGDNG_01356	CDS	1053	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
OKAGGDNG_01357	CDS	969	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
OKAGGDNG_01358	CDS	3324	mscM		COG3264	Miniconductance mechanosensitive channel MscM
OKAGGDNG_01359	CDS	1458	yjeM			Inner membrane transporter YjeM
OKAGGDNG_01360	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
OKAGGDNG_01361	CDS	1809	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
OKAGGDNG_01362	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OKAGGDNG_01363	CDS	396	frdC		COG3029	Fumarate reductase subunit C
OKAGGDNG_01364	CDS	360	frdD		COG3080	Fumarate reductase subunit D
OKAGGDNG_01365	CDS	1134	ampC	3.5.2.6	COG1680	Beta-lactamase
OKAGGDNG_01366	CDS	537	blc_1		COG3040	Outer membrane lipoprotein Blc
OKAGGDNG_01367	CDS	318	gdx		COG2076	Guanidinium exporter
OKAGGDNG_01368	CDS	147				hypothetical protein
OKAGGDNG_01369	CDS	126				hypothetical protein
OKAGGDNG_01370	CDS	567	efp		COG0231	Elongation factor P
OKAGGDNG_01371	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
OKAGGDNG_01372	CDS	870				hypothetical protein
OKAGGDNG_01373	CDS	354				hypothetical protein
OKAGGDNG_01374	CDS	1647	groL			60 kDa chaperonin
OKAGGDNG_01375	CDS	294	groS		COG0234	10 kDa chaperonin
OKAGGDNG_01376	CDS	1257	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
OKAGGDNG_01377	CDS	477				hypothetical protein
OKAGGDNG_01378	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
OKAGGDNG_01379	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
OKAGGDNG_01380	CDS	339	cutA		COG1324	Divalent-cation tolerance protein CutA
OKAGGDNG_01381	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
OKAGGDNG_01382	CDS	576				hypothetical protein
OKAGGDNG_01383	tRNA	76				tRNA-Phe(gaa)
OKAGGDNG_01384	CDS	1539	cadC		COG3710	Transcriptional activator CadC
OKAGGDNG_01385	CDS	1335	cadB		COG0531	putative cadaverine/lysine antiporter
OKAGGDNG_01386	CDS	2148	cadA	4.1.1.18	COG1982	Inducible lysine decarboxylase
OKAGGDNG_01387	CDS	1458	dtpC		COG3104	Dipeptide and tripeptide permease C
OKAGGDNG_01388	CDS	1518	lysU	6.1.1.6	COG1190	Lysine--tRNA ligase, heat inducible
OKAGGDNG_01389	CDS	174	ghoT			Toxin GhoT
OKAGGDNG_01390	CDS	297	ghoS	3.1.-.-		Endoribonuclease antitoxin GhoS
OKAGGDNG_01391	CDS	273	yjdJ		COG2388	putative protein YjdJ
OKAGGDNG_01392	CDS	231				hypothetical protein
OKAGGDNG_01393	CDS	912	dcuS_1	2.7.13.3	COG3290	Sensor histidine kinase DcuS
OKAGGDNG_01394	CDS	711	dcuS_2	2.7.13.3	COG3290	Sensor histidine kinase DcuS
OKAGGDNG_01395	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
OKAGGDNG_01396	CDS	1341	dcuB		COG2704	Anaerobic C4-dicarboxylate transporter DcuB
OKAGGDNG_01397	CDS	1647	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
OKAGGDNG_01398	CDS	630	yjdF		COG3647	Inner membrane protein YjdF
OKAGGDNG_01399	CDS	1410	melB		COG2211	Melibiose carrier protein
OKAGGDNG_01400	CDS	1356	melA	3.2.1.22	COG1486	Alpha-galactosidase
OKAGGDNG_01401	CDS	909	melR_1			Melibiose operon regulatory protein
OKAGGDNG_01402	CDS	2271	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
OKAGGDNG_01403	CDS	762	gadX_2			HTH-type transcriptional regulator GadX
OKAGGDNG_01404	CDS	1338	adiC		COG0531	Arginine/agmatine antiporter
OKAGGDNG_01405	CDS	1644	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
OKAGGDNG_01406	CDS	669	basR			Transcriptional regulatory protein BasR
OKAGGDNG_01407	CDS	1101	basS	2.7.13.3		Sensor protein BasS
OKAGGDNG_01408	CDS	90				hypothetical protein
OKAGGDNG_01409	CDS	1503	proP			Proline/betaine transporter
OKAGGDNG_01410	CDS	879				hypothetical protein
OKAGGDNG_01411	CDS	2229	crfC		COG0699	Clamp-binding protein CrfC
OKAGGDNG_01412	CDS	336				hypothetical protein
OKAGGDNG_01413	CDS	444				hypothetical protein
OKAGGDNG_01414	CDS	789	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
OKAGGDNG_01415	CDS	1017				hypothetical protein
OKAGGDNG_01416	CDS	780	phnE		COG3639	Phosphate-import permease protein PhnE
OKAGGDNG_01417	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
OKAGGDNG_01418	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
OKAGGDNG_01419	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
OKAGGDNG_01420	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
OKAGGDNG_01421	CDS	846	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
OKAGGDNG_01422	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
OKAGGDNG_01423	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
OKAGGDNG_01424	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
OKAGGDNG_01425	CDS	558	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
OKAGGDNG_01426	CDS	435	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
OKAGGDNG_01427	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
OKAGGDNG_01428	CDS	330				hypothetical protein
OKAGGDNG_01429	CDS	450	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
OKAGGDNG_01430	CDS	891	rpiR		COG1737	HTH-type transcriptional regulator RpiR
OKAGGDNG_01431	CDS	936	alsB		COG1879	D-allose-binding periplasmic protein
OKAGGDNG_01432	CDS	1533	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
OKAGGDNG_01433	CDS	981	alsC		COG1172	D-allose transport system permease protein AlsC
OKAGGDNG_01434	CDS	696	alsE	5.1.3.-	COG0036	D-allulose-6-phosphate 3-epimerase
OKAGGDNG_01435	CDS	930	alsK	2.7.1.55	COG1940	D-allose kinase
OKAGGDNG_01436	CDS	1986	yjcS	3.1.6.-	COG2015	Putative alkyl/aryl-sulfatase YjcS
OKAGGDNG_01437	CDS	276				hypothetical protein
OKAGGDNG_01438	CDS	1032	mdtN		COG1566	Multidrug resistance protein MdtN
OKAGGDNG_01439	CDS	2052	mdtO		COG1289	Multidrug resistance protein MdtO
OKAGGDNG_01440	CDS	1467	cusC_1		COG1538	Cation efflux system protein CusC
OKAGGDNG_01441	CDS	420	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
OKAGGDNG_01442	CDS	1680	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
OKAGGDNG_01443	CDS	690				hypothetical protein
OKAGGDNG_01444	CDS	384	secE		COG0690	Protein translocase subunit SecE
OKAGGDNG_01445	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
OKAGGDNG_01446	CDS	429	rplK		COG0080	50S ribosomal protein L11
OKAGGDNG_01447	CDS	705	rplA		COG0081	50S ribosomal protein L1
OKAGGDNG_01448	CDS	498	rplJ		COG0244	50S ribosomal protein L10
OKAGGDNG_01449	CDS	366	rplL		COG0222	50S ribosomal protein L7/L12
OKAGGDNG_01450	CDS	4029	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
OKAGGDNG_01451	CDS	4224	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
OKAGGDNG_01452	CDS	540	htrC			Heat shock protein C
OKAGGDNG_01453	CDS	1134	thiH	4.1.99.19	COG1060	2-iminoacetate synthase
OKAGGDNG_01454	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
OKAGGDNG_01455	CDS	201	thiS		COG2104	Sulfur carrier protein ThiS
OKAGGDNG_01456	CDS	756	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
OKAGGDNG_01457	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
OKAGGDNG_01458	CDS	1896	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
OKAGGDNG_01459	CDS	477	rsd		COG3160	Regulator of sigma D
OKAGGDNG_01460	CDS	774	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
OKAGGDNG_01461	CDS	1065	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OKAGGDNG_01462	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
OKAGGDNG_01463	CDS	591			COG3068	putative protein
OKAGGDNG_01464	CDS	273	hupA			DNA-binding protein HU-alpha
OKAGGDNG_01465	CDS	636				hypothetical protein
OKAGGDNG_01466	CDS	420	zraP		COG3678	Zinc resistance-associated protein
OKAGGDNG_01467	CDS	1377	zraS	2.7.13.3		Sensor protein ZraS
OKAGGDNG_01468	CDS	1326	zraR		COG2204	Transcriptional regulatory protein ZraR
OKAGGDNG_01469	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
OKAGGDNG_01470	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OKAGGDNG_01471	CDS	1107				hypothetical protein
OKAGGDNG_01472	CDS	600	ompX_1		COG3637	Outer membrane protein X
OKAGGDNG_01473	CDS	2379				hypothetical protein
OKAGGDNG_01474	CDS	282				hypothetical protein
OKAGGDNG_01475	CDS	705				hypothetical protein
OKAGGDNG_01476	CDS	294				hypothetical protein
OKAGGDNG_01477	CDS	591				Tn3 family transposase ISYps3
OKAGGDNG_01478	CDS	2784				hypothetical protein
OKAGGDNG_01479	CDS	2373				hypothetical protein
OKAGGDNG_01480	CDS	1686	yddA		COG4178	Inner membrane ABC transporter ATP-binding protein YddA
OKAGGDNG_01481	CDS	1158	chuR_1	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
OKAGGDNG_01482	CDS	1683				hypothetical protein
OKAGGDNG_01483	CDS	762	ydeO		COG2207	HTH-type transcriptional regulator YdeO
OKAGGDNG_01484	CDS	198	safA			Two-component-system connector protein SafA
OKAGGDNG_01485	CDS	2280	ydeP		COG0243	Protein YdeP
OKAGGDNG_01486	CDS	915	fimH_1			Type 1 fimbrin D-mannose specific adhesin
OKAGGDNG_01487	CDS	504	fimG_1			Protein FimG
OKAGGDNG_01488	CDS	531	fimF_1			Protein FimF
OKAGGDNG_01489	CDS	1149	fimD_1		COG3188	Outer membrane usher protein FimD
OKAGGDNG_01490	CDS	1134	fimD_2		COG3188	Outer membrane usher protein FimD
OKAGGDNG_01491	CDS	351	fimD_3		COG3188	Outer membrane usher protein FimD
OKAGGDNG_01492	CDS	282	focC_1			Chaperone protein FocC
OKAGGDNG_01493	CDS	375	focC_2			Chaperone protein FocC
OKAGGDNG_01494	CDS	483				hypothetical protein
OKAGGDNG_01495	CDS	1323	hipA	2.7.11.1	COG3550	Serine/threonine-protein kinase toxin HipA
OKAGGDNG_01496	CDS	267	hipB		COG1396	Antitoxin HipB
OKAGGDNG_01497	CDS	1551	icsA_2		COG3468	Outer membrane protein IcsA autotransporter
OKAGGDNG_01498	CDS	798	lsrD			Autoinducer 2 import system permease protein LsrD
OKAGGDNG_01499	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
OKAGGDNG_01500	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
OKAGGDNG_01501	CDS	291	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
OKAGGDNG_01502	CDS	759	tam	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
OKAGGDNG_01503	CDS	915				hypothetical protein
OKAGGDNG_01504	CDS	1452	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
OKAGGDNG_01505	CDS	1419				hypothetical protein
OKAGGDNG_01506	CDS	360				hypothetical protein
OKAGGDNG_01507	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
OKAGGDNG_01508	CDS	1389	sad	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
OKAGGDNG_01509	CDS	882	gltR		COG0583	HTH-type transcriptional regulator GltR
OKAGGDNG_01510	CDS	1116				hypothetical protein
OKAGGDNG_01511	CDS	1191	sotB		COG2814	Sugar efflux transporter
OKAGGDNG_01512	CDS	666				hypothetical protein
OKAGGDNG_01513	CDS	285	higA1		COG1396	Antitoxin HigA1
OKAGGDNG_01514	CDS	321				hypothetical protein
OKAGGDNG_01515	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
OKAGGDNG_01516	CDS	384	marA			Multiple antibiotic resistance protein MarA
OKAGGDNG_01517	CDS	219				hypothetical protein
OKAGGDNG_01518	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
OKAGGDNG_01519	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
OKAGGDNG_01520	CDS	96	mgtS			Small protein MgtS
OKAGGDNG_01521	CDS	891	dgcZ	2.7.7.65	COG2199	Diguanylate cyclase DgcZ
OKAGGDNG_01522	CDS	393	ygiW_1		COG3111	Protein YgiW
OKAGGDNG_01523	CDS	519	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
OKAGGDNG_01524	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
OKAGGDNG_01525	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OKAGGDNG_01526	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
OKAGGDNG_01527	CDS	204	ydfZ			Putative selenoprotein YdfZ
OKAGGDNG_01528	CDS	1461	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OKAGGDNG_01529	CDS	1284	ydfJ			Putative transporter YdfJ
OKAGGDNG_01530	CDS	717	nanC			putative N-acetylneuraminic acid outer membrane channel protein NanC
OKAGGDNG_01531	CDS	1107	nanM	5.1.3.24	COG3055	N-acetylneuraminate epimerase
OKAGGDNG_01532	CDS	981	nanS	3.1.1.-		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase
OKAGGDNG_01533	CDS	825				hypothetical protein
OKAGGDNG_01534	CDS	258				hypothetical protein
OKAGGDNG_01535	CDS	546				hypothetical protein
OKAGGDNG_01536	CDS	747	yjhP			putative protein YjhP
OKAGGDNG_01537	CDS	1122	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OKAGGDNG_01538	CDS	279	gatB_1	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OKAGGDNG_01539	CDS	1314	gatC_1		COG3775	PTS system galactitol-specific EIIC component
OKAGGDNG_01540	CDS	807				hypothetical protein
OKAGGDNG_01541	CDS	432				hypothetical protein
OKAGGDNG_01542	CDS	633	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
OKAGGDNG_01543	CDS	783	srlR_2		COG1349	Glucitol operon repressor
OKAGGDNG_01544	CDS	567				hypothetical protein
OKAGGDNG_01545	CDS	735				hypothetical protein
OKAGGDNG_01546	CDS	138	ylcG			putative protein YlcG
OKAGGDNG_01547	CDS	363	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
OKAGGDNG_01548	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
OKAGGDNG_01549	CDS	171				hypothetical protein
OKAGGDNG_01550	CDS	456				hypothetical protein
OKAGGDNG_01551	CDS	798	rhaS_2			HTH-type transcriptional activator RhaS
OKAGGDNG_01552	CDS	552				hypothetical protein
OKAGGDNG_01553	CDS	1527				hypothetical protein
OKAGGDNG_01554	CDS	333	emrE		COG2076	Multidrug transporter EmrE
OKAGGDNG_01555	CDS	303				hypothetical protein
OKAGGDNG_01556	CDS	258				hypothetical protein
OKAGGDNG_01557	CDS	216				hypothetical protein
OKAGGDNG_01558	CDS	219				hypothetical protein
OKAGGDNG_01559	CDS	279				hypothetical protein
OKAGGDNG_01560	CDS	1164	xerD_2			Tyrosine recombinase XerD
OKAGGDNG_01561	tRNA	77				tRNA-Arg(tct)
OKAGGDNG_01562	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
OKAGGDNG_01563	CDS	516	sfmF			putative fimbrial-like protein SfmF
OKAGGDNG_01564	CDS	978	sfmH			putative fimbrial-like protein SfmH
OKAGGDNG_01565	CDS	2610	sfmD		COG3188	Outer membrane usher protein SfmD
OKAGGDNG_01566	CDS	693	sfmC			putative fimbrial chaperone SfmC
OKAGGDNG_01567	CDS	543	sfmA			putative fimbrial-like protein SfmA
OKAGGDNG_01568	CDS	867	folD		COG0190	Bifunctional protein FolD protein
OKAGGDNG_01569	CDS	213	ybcJ		COG2501	putative protein YbcJ
OKAGGDNG_01570	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
OKAGGDNG_01571	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OKAGGDNG_01572	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
OKAGGDNG_01573	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
OKAGGDNG_01574	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
OKAGGDNG_01575	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
OKAGGDNG_01576	CDS	894	arcC1_2	2.7.2.2		Carbamate kinase 1
OKAGGDNG_01577	CDS	816				hypothetical protein
OKAGGDNG_01578	CDS	1260				hypothetical protein
OKAGGDNG_01579	CDS	1668	fdrA_1		COG0074	Protein FdrA
OKAGGDNG_01580	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
OKAGGDNG_01581	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
OKAGGDNG_01582	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
OKAGGDNG_01583	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
OKAGGDNG_01584	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
OKAGGDNG_01585	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
OKAGGDNG_01586	CDS	1455	ybbW		COG1953	Putative allantoin permease
